week,steamid,owner_base,average_price,pre_average_price,action,adventure,casual,puzzle,RPG,sports,simulation,strategy,new_followers,peak_concurrent,sharing_percentage,average_playtime,covid_confirmed,owners_change
10,548430,1548000,14.99,19.28,1,0,0,0,0,0,0,0,0,9629,21.14,428,742685,134000
11,548430,1682000,27.85,14.99,1,0,0,0,0,0,0,0,0,8001,21.42,638,1101744,103000
12,548430,1785000,29.99,27.85,1,0,0,0,0,0,0,0,0,5534,22,639,2167643,-806000
13,548430,979000,29.99,29.99,1,0,0,0,0,0,0,0,0,6323,23.44,388,4612054,967000
14,548430,1946000,29.99,29.99,1,0,0,0,0,0,0,0,0,5321,12.78,367,8185633,89000
15,548430,2035000,29.99,29.99,1,0,0,0,0,0,0,0,0,4645,14.98,571,12155629,86000
16,548430,2121000,29.99,29.99,1,0,0,0,0,0,0,0,0,4153,8.87,611,16185863,62000
1,3590,1844000,4.13,1.99,0,1,1,1,0,0,0,1,0,2359,3.38,103,0,19000
2,3590,1863000,4.99,4.13,0,1,1,1,0,0,0,1,0,2029,10.48,356,0,-5000
3,3590,1858000,4.99,4.99,0,1,1,1,0,0,0,1,0,1873,5.78,345,0,-89000
4,3590,1769000,4.99,4.99,0,1,1,1,0,0,0,1,0,2668,4.19,129,14207,13000
5,3590,1782000,4.99,4.99,0,1,1,1,0,0,0,1,0,5152,3.23,98,96925,253000
6,3590,2035000,4.99,4.99,0,1,1,1,0,0,0,1,0,6570,1.85,226,257654,179000
7,3590,2214000,4.99,4.99,0,1,1,1,0,0,0,1,0,8396,7.63,151,461122,243000
8,3590,2457000,4.99,4.99,0,1,1,1,0,0,0,1,0,8764,8.08,688,546152,19000
9,3590,2476000,4.99,4.99,0,1,1,1,0,0,0,1,0,8156,5.77,523,605772,15000
10,3590,2491000,4.99,4.99,0,1,1,1,0,0,0,1,0,7500,10.07,265,742685,4000
11,3590,2495000,4.99,4.99,0,1,1,1,0,0,0,1,0,6107,7.78,285,1101744,1000
12,3590,2496000,4.56,4.99,0,1,1,1,0,0,0,1,0,5318,9.43,276,2167643,26000
13,3590,2522000,2.42,4.56,0,1,1,1,0,0,0,1,0,8021,11.18,341,4612054,14000
14,3590,2536000,4.99,2.42,0,1,1,1,0,0,0,1,0,6746,11.93,285,8185633,208000
15,3590,2744000,4.99,4.99,0,1,1,1,0,0,0,1,0,4545,4.46,130,12155629,-5000
16,3590,2739000,4.99,4.99,0,1,1,1,0,0,0,1,0,3689,5.39,140,16185863,17000
10,1057090,0,29.99,29.99,1,1,0,1,0,0,0,0,24196,23887,59.39,397,742685,622000
11,1057090,622000,29.99,29.99,1,1,0,1,0,0,0,0,8630,11011,80.77,905,1101744,110000
12,1057090,732000,29.99,29.99,1,1,0,1,0,0,0,0,3986,5565,68.57,766,2167643,-64000
13,1057090,668000,29.99,29.99,1,1,0,1,0,0,0,0,3997,4656,46.79,574,4612054,28000
14,1057090,696000,29.99,29.99,1,1,0,1,0,0,0,0,2120,3382,27.65,461,8185633,46000
15,1057090,742000,29.99,29.99,1,1,0,1,0,0,0,0,1774,2357,38.03,404,12155629,18000
16,1057090,760000,29.99,29.99,1,1,0,1,0,0,0,0,1301,1675,17.25,586,16185863,10000
1,347560,62000,0.85,0.63,0,1,0,0,1,0,0,1,-2,2,0,24,0,7000
2,347560,69000,0.99,0.85,0,1,0,0,1,0,0,1,-1,1,0,24,0,0
3,347560,69000,0.99,0.99,0,1,0,0,1,0,0,1,-1,2,0,24,0,-4000
4,347560,65000,0.78,0.99,0,1,0,0,1,0,0,1,-1,2,0,24,14207,-4000
5,347560,61000,0.99,0.78,0,1,0,0,1,0,0,1,1,1,0,24,96925,-1000
6,347560,60000,0.78,0.99,0,1,0,0,1,0,0,1,4,2,0,24,257654,149000
7,347560,209000,0.49,0.78,0,1,0,0,1,0,0,1,2,2,0.65,31,461122,0
8,347560,209000,0.7,0.49,0,1,0,0,1,0,0,1,2,2,0,32,546152,0
9,347560,209000,0.99,0.7,0,1,0,0,1,0,0,1,1,3644,0,32,605772,502000
10,347560,711000,0.99,0.99,0,1,0,0,1,0,0,1,2,705,1.86,92,742685,4000
11,347560,715000,0.99,0.99,0,1,0,0,1,0,0,1,-1,475,0.75,248,1101744,0
12,347560,715000,0.99,0.99,0,1,0,0,1,0,0,1,0,89,0,249,2167643,5000
13,347560,720000,0.99,0.99,0,1,0,0,1,0,0,1,-2,19,0.84,243,4612054,-2000
14,347560,718000,0.99,0.99,0,1,0,0,1,0,0,1,-2,30,0,242,8185633,2000
15,347560,720000,0.99,0.99,0,1,0,0,1,0,0,1,-1,3,0,242,12155629,1000
16,347560,721000,0.99,0.99,0,1,0,0,1,0,0,1,-1,26,0,242,16185863,6000
10,397540,0,29.99,29.99,1,1,0,0,1,0,0,0,21884,74875,80.4,561,742685,449000
11,397540,449000,59.99,29.99,1,1,0,0,1,0,0,0,8229,59613,83.91,1419,1101744,7000
12,397540,456000,59.99,59.99,1,1,0,0,1,0,0,0,5283,48201,74.01,1161,2167643,583000
13,397540,1039000,59.99,59.99,1,1,0,0,1,0,0,0,4319,30753,62.98,990,4612054,334000
14,397540,1373000,59.99,59.99,1,1,0,0,1,0,0,0,2937,23271,54.09,1035,8185633,-191000
15,397540,1182000,55.7,59.99,1,1,0,0,1,0,0,0,2949,18682,41.76,770,12155629,58000
16,397540,1240000,29.99,55.7,1,1,0,0,1,0,0,0,4524,25049,32.68,706,16185863,123000
1,70,10245000,7.42,0.99,1,1,0,0,0,0,0,0,40,1066,3,167,0,-9884000
2,70,361000,9.99,7.42,1,1,0,0,0,0,0,0,41,744,2.17,77,0,9771000
3,70,10132000,9.99,9.99,1,1,0,0,0,0,0,0,52,857,1.34,245,0,-348000
4,70,9784000,9.99,9.99,1,1,0,0,0,0,0,0,505,4496,1.81,100,14207,-505000
5,70,9279000,9.99,9.99,1,1,0,0,0,0,0,0,110,2450,4.23,58,96925,-248000
6,70,9031000,9.99,9.99,1,1,0,0,0,0,0,0,40,1672,2.46,42,257654,-5378000
7,70,3653000,9.99,9.99,1,1,0,0,0,0,0,0,90,1421,1.69,428,461122,5329000
8,70,8982000,9.99,9.99,1,1,0,0,0,0,0,0,49,1232,1.8,46,546152,-5374000
9,70,3608000,9.99,9.99,1,1,0,0,0,0,0,0,71,1118,1.37,57,605772,5336000
10,70,8944000,9.99,9.99,1,1,0,0,0,0,0,0,73,1293,2.34,134,742685,-6000
11,70,8938000,9.99,9.99,1,1,0,0,0,0,0,0,68,1615,1.83,327,1101744,-11000
12,70,8927000,9.99,9.99,1,1,0,0,0,0,0,0,114,2987,2.68,276,2167643,195000
13,70,9122000,9.99,9.99,1,1,0,0,0,0,0,0,198,3891,3.95,106,4612054,-106000
14,70,9016000,9.99,9.99,1,1,0,0,0,0,0,0,274,1772,2.48,173,8185633,-45000
15,70,8971000,9.99,9.99,1,1,0,0,0,0,0,0,133,1415,3.17,63,12155629,-9000
16,70,8962000,9.99,9.99,1,1,0,0,0,0,0,0,106,1249,3.65,262,16185863,-9000
1,508440,1682000,13.92,11.24,1,1,1,0,0,0,1,1,465,2224,14.5,118,0,-13000
2,508440,1669000,14.99,13.92,1,1,1,0,0,0,1,1,405,1934,10.28,180,0,35000
3,508440,1704000,14.99,14.99,1,1,1,0,0,0,1,1,340,1896,13.87,129,0,-51000
4,508440,1653000,14.99,14.99,1,1,1,0,0,0,1,1,328,1737,22.42,102,14207,-100000
5,508440,1553000,14.99,14.99,1,1,1,0,0,0,1,1,440,1701,15.65,58,96925,22000
6,508440,1575000,14.99,14.99,1,1,1,0,0,0,1,1,505,1692,12.47,163,257654,220000
7,508440,1795000,14.99,14.99,1,1,1,0,0,0,1,1,548,1766,6.79,46,461122,36000
8,508440,1831000,14.99,14.99,1,1,1,0,0,0,1,1,556,3023,15.18,118,546152,88000
9,508440,1919000,14.99,14.99,1,1,1,0,0,0,1,1,416,2689,10.57,58,605772,-8000
10,508440,1911000,14.99,14.99,1,1,1,0,0,0,1,1,462,2194,16.32,81,742685,27000
11,508440,1938000,14.99,14.99,1,1,1,0,0,0,1,1,411,2241,15.12,93,1101744,51000
12,508440,1989000,14.99,14.99,1,1,1,0,0,0,1,1,471,2350,7.16,170,2167643,-762000
13,508440,1227000,14.99,14.99,1,1,1,0,0,0,1,1,477,2125,14.33,76,4612054,812000
14,508440,2039000,14.99,14.99,1,1,1,0,0,0,1,1,947,3441,9.45,65,8185633,85000
15,508440,2124000,14.99,14.99,1,1,1,0,0,0,1,1,651,2435,14.28,154,12155629,9000
16,508440,2133000,14.99,14.99,1,1,1,0,0,0,1,1,450,1926,16.48,153,16185863,19000
1,632360,2124000,18.85,15.99,1,0,0,0,0,0,0,0,1502,13214,23.55,363,0,964000
2,632360,3088000,19.99,18.85,1,0,0,0,0,0,0,0,1135,10037,20.08,819,0,67000
3,632360,3155000,19.99,19.99,1,0,0,0,0,0,0,0,650,8184,17.66,708,0,-96000
4,632360,3059000,17.7,19.99,1,0,0,0,0,0,0,0,1467,8286,10.92,371,14207,-165000
5,632360,2894000,19.99,17.7,1,0,0,0,0,0,0,0,1179,8170,14.86,395,96925,72000
6,632360,2966000,19.99,19.99,1,0,0,0,0,0,0,0,1045,6997,19.01,650,257654,446000
7,632360,3412000,19.99,19.99,1,0,0,0,0,0,0,0,1212,6464,10.56,420,461122,57000
8,632360,3469000,19.99,19.99,1,0,0,0,0,0,0,0,856,5890,15.74,316,546152,36000
9,632360,3505000,19.99,19.99,1,0,0,0,0,0,0,0,551,5623,10.38,345,605772,32000
10,632360,3537000,19.99,19.99,1,0,0,0,0,0,0,0,818,5834,12.19,313,742685,61000
11,632360,3598000,19.99,19.99,1,0,0,0,0,0,0,0,582,6444,7.63,417,1101744,53000
12,632360,3651000,19.99,19.99,1,0,0,0,0,0,0,0,701,6888,12.91,243,2167643,75000
13,632360,3726000,19.99,19.99,1,0,0,0,0,0,0,0,720,10453,12.12,471,4612054,-1457000
14,632360,2269000,16.56,19.99,1,0,0,0,0,0,0,0,4687,43357,24.46,352,8185633,1569000
15,632360,3838000,19.99,16.56,1,0,0,0,0,0,0,0,2038,22313,33.76,454,12155629,606000
16,632360,4444000,19.99,19.99,1,0,0,0,0,0,0,0,999,14538,23.87,612,16185863,152000
1,286160,1652000,15.7,9.99,0,0,1,0,1,0,1,1,0,3953,8.63,345,0,-6000
2,286160,1646000,19.99,15.7,0,0,1,0,1,0,1,1,0,3653,6.53,212,0,-26000
3,286160,1620000,19.99,19.99,0,0,1,0,1,0,1,1,0,3648,3.76,1002,0,-78000
4,286160,1542000,14.28,19.99,0,0,1,0,1,0,1,1,0,3619,5.33,307,14207,-103000
5,286160,1439000,19.99,14.28,0,0,1,0,1,0,1,1,0,3420,5.74,309,96925,-19000
6,286160,1420000,19.99,19.99,0,0,1,0,1,0,1,1,0,3411,1.94,343,257654,-9000
7,286160,1411000,19.99,19.99,0,0,1,0,1,0,1,1,0,3239,6.12,363,461122,15000
8,286160,1426000,19.99,19.99,0,0,1,0,1,0,1,1,0,3466,3.5,198,546152,-25000
9,286160,1401000,19.99,19.99,0,0,1,0,1,0,1,1,0,3516,5.12,268,605772,-10000
10,286160,1391000,19.99,19.99,0,0,1,0,1,0,1,1,0,3469,5.2,124,742685,0
11,286160,1391000,19.99,19.99,0,0,1,0,1,0,1,1,0,4981,7.12,199,1101744,347000
12,286160,1738000,19.99,19.99,0,0,1,0,1,0,1,1,0,11313,7.39,643,2167643,190000
13,286160,1928000,19.99,19.99,0,0,1,0,1,0,1,1,0,15156,13.27,171,4612054,300000
14,286160,2228000,14.28,19.99,0,0,1,0,1,0,1,1,0,21921,11.04,385,8185633,27000
15,286160,2255000,19.99,14.28,0,0,1,0,1,0,1,1,0,23224,15.91,262,12155629,410000
16,286160,2665000,19.99,19.99,0,0,1,0,1,0,1,1,0,19841,16.24,239,16185863,145000
1,431960,7755000,3.99,3.99,1,0,1,0,0,0,0,0,2298,22417,28.4,186,0,517000
2,431960,8272000,3.99,3.99,1,0,1,0,0,0,0,0,1986,21844,26.63,147,0,58000
3,431960,8330000,3.99,3.99,1,0,1,0,0,0,0,0,1739,20863,26.97,121,0,-4889000
4,431960,3441000,3.99,3.99,1,0,1,0,0,0,0,0,1818,21216,26.61,204,14207,4019000
5,431960,7460000,3.99,3.99,1,0,1,0,0,0,0,0,2011,24318,26.53,163,96925,148000
6,431960,7608000,3.99,3.99,1,0,1,0,0,0,0,0,2658,25025,27.37,120,257654,80000
7,431960,7688000,3.99,3.99,1,0,1,0,0,0,0,0,3126,26349,30.63,197,461122,227000
8,431960,7915000,3.99,3.99,1,0,1,0,0,0,0,0,3365,28135,27.47,130,546152,-299000
9,431960,7616000,3.99,3.99,1,0,1,0,0,0,0,0,2916,30103,31.41,176,605772,484000
10,431960,8100000,3.99,3.99,1,0,1,0,0,0,0,0,3392,31828,27.4,100,742685,66000
11,431960,8166000,3.99,3.99,1,0,1,0,0,0,0,0,3676,30651,28.04,170,1101744,184000
12,431960,8350000,3.99,3.99,1,0,1,0,0,0,0,0,4186,33462,28.88,210,2167643,112000
13,431960,8462000,3.99,3.99,1,0,1,0,0,0,0,0,3390,34291,30.91,106,4612054,86000
14,431960,8548000,3.99,3.99,1,0,1,0,0,0,0,0,3359,35294,31.49,129,8185633,-306000
15,431960,8242000,3.99,3.99,1,0,1,0,0,0,0,0,3861,35766,30.34,148,12155629,115000
16,431960,8357000,3.99,3.99,1,0,1,0,0,0,0,0,3209,35263,29,149,16185863,481000
1,552520,1215000,53.56,14.99,1,1,0,0,0,0,0,0,684,7501,9.5,304,0,-155000
2,552520,1060000,59.99,53.56,1,1,0,0,0,0,0,0,242,4413,12.19,626,0,8000
3,552520,1068000,59.99,59.99,1,1,0,0,0,0,0,0,190,3431,5.47,465,0,-44000
4,552520,1024000,34.28,59.99,1,1,0,0,0,0,0,0,708,5227,2.74,383,14207,-26000
5,552520,998000,59.99,34.28,1,1,0,0,0,0,0,0,386,4860,5.98,434,96925,10000
6,552520,1008000,59.99,59.99,1,1,0,0,0,0,0,0,285,3630,3.33,133,257654,14000
7,552520,1022000,53.56,59.99,1,1,0,0,0,0,0,0,664,3384,7.42,338,461122,38000
8,552520,1060000,21.42,53.56,1,1,0,0,0,0,0,0,2308,9046,8.75,542,546152,58000
9,552520,1118000,34.28,21.42,1,1,0,0,0,0,0,0,948,7352,8.74,887,605772,35000
10,552520,1153000,59.99,34.28,1,1,0,0,0,0,0,0,501,5118,8.15,484,742685,87000
11,552520,1240000,53.56,59.99,1,1,0,0,0,0,0,0,518,4525,6.12,646,1101744,164000
12,552520,1404000,14.99,53.56,1,1,0,0,0,0,0,0,1873,11626,6.05,431,2167643,20000
13,552520,1424000,47.13,14.99,1,1,0,0,0,0,0,0,769,10400,8.08,266,4612054,178000
14,552520,1602000,59.99,47.13,1,1,0,0,0,0,0,0,373,6197,9.83,473,8185633,-62000
15,552520,1540000,59.99,59.99,1,1,0,0,0,0,0,0,296,4962,7.15,304,12155629,244000
16,552520,1784000,59.99,59.99,1,1,0,0,0,0,0,0,230,3876,3.87,201,16185863,51000
1,423710,806000,0.85,0.49,1,1,1,0,1,0,1,1,-1,2,0.71,1,0,2000
2,423710,808000,0.99,0.85,1,1,1,0,1,0,1,1,0,2,0,1,0,3000
3,423710,811000,0.99,0.99,1,1,1,0,1,0,1,1,0,1,0,1,0,-39000
4,423710,772000,0.78,0.99,1,1,1,0,1,0,1,1,-1,4,0,1,14207,-56000
5,423710,716000,0.99,0.78,1,1,1,0,1,0,1,1,0,1,0,1,96925,2000
6,423710,718000,0.99,0.99,1,1,1,0,1,0,1,1,-1,1,0,1,257654,0
7,423710,718000,0.99,0.99,1,1,1,0,1,0,1,1,0,2,0,1,461122,-609000
8,423710,109000,0.7,0.99,1,1,1,0,1,0,1,1,1,2,0,1,546152,610000
9,423710,719000,0.49,0.7,1,1,1,0,1,0,1,1,0,3,0,1,605772,-608000
10,423710,111000,0.78,0.49,1,1,1,0,1,0,1,1,0,4,0,1,742685,612000
11,423710,723000,0.99,0.78,1,1,1,0,1,0,1,1,2,14,1.02,10,1101744,0
12,423710,723000,0.99,0.99,1,1,1,0,1,0,1,1,0,2,0,168,2167643,-611000
13,423710,112000,0.99,0.99,1,1,1,0,1,0,1,1,-3,243,0,181,4612054,796000
14,423710,908000,0.99,0.99,1,1,1,0,1,0,1,1,0,1110,1.85,186,8185633,219000
15,423710,1127000,0.99,0.99,1,1,1,0,1,0,1,1,1,1685,9.54,224,12155629,-344000
16,423710,783000,0.99,0.99,1,1,1,0,1,0,1,1,-1,622,6.92,253,16185863,251000
1,562810,220000,11.13,5.99,0,0,1,0,0,0,0,1,99,452,19.05,240,0,10000
2,562810,230000,14.99,11.13,0,0,1,0,0,0,0,1,44,170,27.38,269,0,1000
3,562810,231000,14.99,14.99,0,0,1,0,0,0,0,1,31,163,2.86,25,0,-6000
4,562810,225000,9.85,14.99,0,0,1,0,0,0,0,1,73,274,13.95,64,14207,-11000
5,562810,214000,9.85,9.85,0,0,1,0,0,0,0,1,207,371,14.29,199,96925,6000
6,562810,220000,14.99,9.85,0,0,1,0,0,0,0,1,103,209,20,54,257654,1000
7,562810,221000,14.99,14.99,0,0,1,0,0,0,0,1,83,152,14.52,62,461122,2000
8,562810,223000,14.99,14.99,0,0,1,0,0,0,0,1,96,157,6.84,116,546152,0
9,562810,223000,9.85,14.99,0,0,1,0,0,0,0,1,127,235,2.04,44,605772,6000
10,562810,229000,14.99,9.85,0,0,1,0,0,0,0,1,64,147,2.38,71,742685,-60000
11,562810,169000,13.7,14.99,0,0,1,0,0,0,0,1,186,435,0,64,1101744,95000
12,562810,264000,5.99,13.7,0,0,1,0,0,0,0,1,692,2073,0,64,2167643,550000
13,562810,814000,12.42,5.99,0,0,1,0,0,0,0,1,371,1309,3.57,62,4612054,-138000
14,562810,676000,14.99,12.42,0,0,1,0,0,0,0,1,147,588,17.55,175,8185633,-51000
15,562810,625000,14.99,14.99,0,0,1,0,0,0,0,1,115,441,28.68,225,12155629,1000
16,562810,626000,14.99,14.99,0,0,1,0,0,0,0,1,184,363,3.57,53,16185863,92000
7,625960,231000,14.56,13.49,0,1,0,0,1,0,0,1,9644,4564,76.19,289,461122,59000
8,625960,290000,14.99,14.56,0,1,0,0,1,0,0,1,3635,2149,74.29,297,546152,58000
9,625960,348000,14.99,14.99,0,1,0,0,1,0,0,1,2627,1478,33.33,160,605772,39000
10,625960,387000,14.99,14.99,0,1,0,0,1,0,0,1,1684,1164,33.81,147,742685,15000
11,625960,402000,14.99,14.99,0,1,0,0,1,0,0,1,998,736,4.76,98,1101744,25000
12,625960,427000,14.99,14.99,0,1,0,0,1,0,0,1,1226,522,16.67,80,2167643,13000
13,625960,440000,14.99,14.99,0,1,0,0,1,0,0,1,867,414,17.86,60,4612054,13000
14,625960,453000,14.99,14.99,0,1,0,0,1,0,0,1,722,345,8.33,193,8185633,13000
15,625960,466000,14.99,14.99,0,1,0,0,1,0,0,1,473,526,12.38,17,12155629,-54000
16,625960,412000,13.7,14.99,0,1,0,0,1,0,0,1,6044,3359,20.24,129,16185863,76000
1,363490,231000,0.85,0.63,1,1,0,0,1,0,0,1,-1,1,0,1,0,-86000
2,363490,145000,0.99,0.85,1,1,0,0,1,0,0,1,0,1,0,1,0,84000
3,363490,229000,0.99,0.99,1,1,0,0,1,0,0,1,-1,1,0,1,0,-12000
4,363490,217000,0.78,0.99,1,1,0,0,1,0,0,1,1,1,0,1,14207,-18000
5,363490,199000,0.99,0.78,1,1,0,0,1,0,0,1,-2,1147,0,1,96925,60000
6,363490,259000,0.78,0.99,1,1,0,0,1,0,0,1,0,612,0,1,257654,19000
7,363490,278000,0.49,0.78,1,1,0,0,1,0,0,1,0,84,0,1,461122,-93000
8,363490,185000,0.7,0.49,1,1,0,0,1,0,0,1,0,1,0,1,546152,120000
9,363490,305000,0.99,0.7,1,1,0,0,1,0,0,1,0,744,0,1,605772,371000
10,363490,676000,0.99,0.99,1,1,0,0,1,0,0,1,-1,1,0,1,742685,61000
11,363490,737000,0.99,0.99,1,1,0,0,1,0,0,1,0,5,0,1,1101744,-63000
12,363490,674000,0.99,0.99,1,1,0,0,1,0,0,1,0,1,0,1,2167643,0
13,363490,674000,0.99,0.99,1,1,0,0,1,0,0,1,0,1,0,1,4612054,1000
14,363490,675000,0.99,0.99,1,1,0,0,1,0,0,1,-1,1,0,1,8185633,-2000
15,363490,673000,0.99,0.99,1,1,0,0,1,0,0,1,0,2,0,1,12155629,2000
16,363490,675000,0.99,0.99,1,1,0,0,1,0,0,1,0,1,0,1,16185863,1000
1,911400,413000,34.28,19.99,1,1,0,0,0,0,0,0,56,216,0,32,0,19000
2,911400,432000,39.99,34.28,1,1,0,0,0,0,0,0,61,165,0,32,0,13000
3,911400,445000,28.56,39.99,1,1,0,0,0,0,0,0,193,205,2.93,54,0,8000
4,911400,453000,28.56,28.56,1,1,0,0,0,0,0,0,85,243,1.9,767,14207,-5000
5,911400,448000,39.99,28.56,1,1,0,0,0,0,0,0,62,235,1.81,1921,96925,28000
6,911400,476000,39.99,39.99,1,1,0,0,0,0,0,0,81,241,3.24,2908,257654,41000
7,911400,517000,39.99,39.99,1,1,0,0,0,0,0,0,77,219,2.98,69,461122,26000
8,911400,543000,39.99,39.99,1,1,0,0,0,0,0,0,76,218,4.66,112,546152,24000
9,911400,567000,39.99,39.99,1,1,0,0,0,0,0,0,60,200,0,789,605772,33000
10,911400,600000,39.99,39.99,1,1,0,0,0,0,0,0,81,175,1.3,360,742685,25000
11,911400,625000,37.13,39.99,1,1,0,0,0,0,0,0,83,180,2.49,12,1101744,40000
12,911400,665000,19.99,37.13,1,1,0,0,0,0,0,0,178,333,0,152,2167643,117000
13,911400,782000,34.28,19.99,1,1,0,0,0,0,0,0,90,364,0,163,4612054,64000
14,911400,846000,39.99,34.28,1,1,0,0,0,0,0,0,79,335,3.95,175,8185633,64000
15,911400,910000,39.99,39.99,1,1,0,0,0,0,0,0,92,295,1.3,467,12155629,72000
16,911400,982000,39.99,39.99,1,1,0,0,0,0,0,0,66,257,0,159,16185863,93000
1,246620,1443000,12.42,5.99,0,0,1,0,0,0,1,1,0,671,0.82,48,0,-22000
2,246620,1421000,14.99,12.42,0,0,1,0,0,0,1,1,0,539,2.52,94,0,0
3,246620,1421000,14.99,14.99,0,0,1,0,0,0,1,1,0,583,2.19,310,0,-31000
4,246620,1390000,9.85,14.99,0,0,1,0,0,0,1,1,0,10253,9.88,99,14207,445000
5,246620,1835000,14.99,9.85,0,0,1,0,0,0,1,1,0,5979,21.63,140,96925,-11000
6,246620,1824000,14.99,14.99,0,0,1,0,0,0,1,1,0,3463,32.46,76,257654,10000
7,246620,1834000,14.99,14.99,0,0,1,0,0,0,1,1,0,2300,10.82,171,461122,8000
8,246620,1842000,14.99,14.99,0,0,1,0,0,0,1,1,0,1690,5.95,56,546152,9000
9,246620,1851000,14.99,14.99,0,0,1,0,0,0,1,1,0,2174,5.39,299,605772,44000
10,246620,1895000,14.99,14.99,0,0,1,0,0,0,1,1,0,1977,5.72,92,742685,-1139000
11,246620,1907000,14.99,14.99,0,0,1,0,0,0,1,1,0,3286,5.36,112,1101744,1207000
12,246620,1963000,14.99,14.99,0,0,1,0,0,0,1,1,0,2962,9.04,47,2167643,2000
13,246620,1965000,14.99,14.99,0,0,1,0,0,0,1,1,0,2270,6.1,118,4612054,-1181000
14,246620,784000,14.99,14.99,0,0,1,0,0,0,1,1,0,1697,8.1,92,8185633,1208000
15,246620,1992000,14.99,14.99,0,0,1,0,0,0,1,1,0,1323,2.66,88,12155629,14000
16,246620,2006000,11.13,14.99,0,0,1,0,0,0,1,1,0,2830,3.15,70,16185863,16000
4,851850,174000,59.99,59.99,1,1,0,0,1,0,0,0,6808,12084,57.14,1279,14207,66000
5,851850,240000,59.99,59.99,1,1,0,0,1,0,0,0,2981,7175,82.86,958,96925,49000
6,851850,289000,59.99,59.99,1,1,0,0,1,0,0,0,2326,4580,49.52,662,257654,52000
7,851850,341000,59.99,59.99,1,1,0,0,1,0,0,0,1607,2967,36.67,265,461122,13000
8,851850,354000,59.99,59.99,1,1,0,0,1,0,0,0,1153,2182,36.19,316,546152,15000
9,851850,369000,59.99,59.99,1,1,0,0,1,0,0,0,992,1642,28.57,248,605772,13000
10,851850,382000,59.99,59.99,1,1,0,0,1,0,0,0,804,1353,11.9,207,742685,8000
11,851850,390000,59.99,59.99,1,1,0,0,1,0,0,0,618,1213,6.43,14,1101744,14000
12,851850,404000,59.99,59.99,1,1,0,0,1,0,0,0,773,1428,21.43,49,2167643,4000
13,851850,408000,59.99,59.99,1,1,0,0,1,0,0,0,632,1154,31.91,240,4612054,2000
14,851850,410000,48.68,59.99,1,1,0,0,1,0,0,0,2546,1755,12.86,47,8185633,53000
15,851850,463000,59.99,48.68,1,1,0,0,1,0,0,0,552,1658,15.95,537,12155629,-8000
16,851850,455000,59.99,59.99,1,1,0,0,1,0,0,0,418,1153,36.19,929,16185863,-5000
1,238320,4998000,15.42,3.99,1,1,0,0,0,0,0,0,86,366,1.48,373,0,-39000
2,238320,4959000,19.99,15.42,1,1,0,0,0,0,0,0,69,238,1.76,73,0,-41000
3,238320,4918000,19.99,19.99,1,1,0,0,0,0,0,0,66,215,0.58,84,0,-227000
4,238320,4691000,10.85,19.99,1,1,0,0,0,0,0,0,87,285,1.09,46,14207,-306000
5,238320,4385000,19.99,10.85,1,1,0,0,0,0,0,0,129,237,0.62,60,96925,-58000
6,238320,4327000,19.99,19.99,1,1,0,0,0,0,0,0,64,219,0.34,20,257654,-7000
7,238320,4320000,19.99,19.99,1,1,0,0,0,0,0,0,67,197,0.81,91,461122,-10000
8,238320,4310000,19.99,19.99,1,1,0,0,0,0,0,0,68,207,0.72,86,546152,-1000
9,238320,4309000,15.42,19.99,1,1,0,0,0,0,0,0,171,265,0.82,90,605772,39000
10,238320,4348000,19.99,15.42,1,1,0,0,0,0,0,0,94,233,1.42,52,742685,-37000
11,238320,4311000,19.99,19.99,1,1,0,0,0,0,0,0,111,247,0.97,492,1101744,-2506000
12,238320,1805000,19.99,19.99,1,1,0,0,0,0,0,0,92,293,1.31,132,2167643,2576000
13,238320,4381000,19.99,19.99,1,1,0,0,0,0,0,0,153,282,0.54,114,4612054,9000
14,238320,4390000,19.99,19.99,1,1,0,0,0,0,0,0,121,283,0.68,74,8185633,9000
15,238320,4399000,19.99,19.99,1,1,0,0,0,0,0,0,108,297,0.64,15,12155629,-10000
16,238320,4389000,19.99,19.99,1,1,0,0,0,0,0,0,89,291,1.34,47,16185863,3000
1,35720,3312000,4.99,4.99,1,1,1,1,1,0,0,0,52,225,0.28,4,0,5000
2,35720,3317000,4.99,4.99,1,1,1,1,1,0,0,0,34,209,0.92,69,0,-5000
3,35720,3312000,15.7,4.99,1,1,1,1,1,0,0,0,16,153,0.6,47,0,-171000
4,35720,3141000,11.42,15.7,1,1,1,1,1,0,0,0,15,162,0.71,135,14207,-234000
5,35720,2907000,19.99,11.42,1,1,1,1,1,0,0,0,16,136,0.33,1601,96925,-2634000
6,35720,273000,19.99,19.99,1,1,1,1,1,0,0,0,6,119,0.32,2179,257654,681000
7,35720,954000,19.99,19.99,1,1,1,1,1,0,0,0,16,116,0,164,461122,1956000
8,35720,2910000,19.99,19.99,1,1,1,1,1,0,0,0,3,121,0.4,1,546152,1000
9,35720,2911000,9.28,19.99,1,1,1,1,1,0,0,0,43,141,0.57,289,605772,10000
10,35720,2921000,4.99,9.28,1,1,1,1,1,0,0,0,37,178,0.53,268,742685,11000
11,35720,2932000,15.7,4.99,1,1,1,1,1,0,0,0,27,217,0.33,65,1101744,10000
12,35720,2942000,19.99,15.7,1,1,1,1,1,0,0,0,35,248,0,137,2167643,7000
